,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31
38,0.8870967741935484,0.13644744929317765,0.28650519031141863,0.12776769509981845,0.09161194662147851,0.5855442420765811,0.2903712078387036,0.2448239908644059,0.29349328321079116,0.47344110854503463,0.37126509853782586,0.05740831897612601,0.16925085166671974,0.06135070503834418,0.033972385020363566,0.13579032428064503,0.12504978407378195,0.13630889658286915,0.20459877991553257,0.181769722814499,0.22278392748191403,0.12696276357110814,0.3431700638880437,0.12032630863358262,0.07402279890423868,0.6872556684910088,0.36286245020810776,0.41589152021779724,0.6881099077723777,0.4602799132663119,0.41230486685032147
40,0.08064516129032259,0.507682851874616,0.2833910034602076,0.4863883847549908,0.4185553908070324,0.43496343037430085,0.3039381948370077,0.26890422521225354,0.38493006799712537,0.35161662817551964,0.19834710743801653,0.32839035195668226,0.26454201025183866,0.30378494268986556,0.29306976590179135,0.13319045778730282,0.12270700413110197,0.13931958452506396,0.299331299859221,0.20252056046299116,0.13257212586071646,0.5966801256168686,0.348950410708853,0.5778382053025154,0.4821644231052461,0.5721088918899707,0.2977977331651253,0.3175511771173278,0.6892579694615592,0.38872462054011436,0.1829988193624557
44,0.8467741935483871,0.2354025814382299,0.46920415224913503,0.2313974591651542,0.16241262444397367,0.6056216836368851,0.3838326738270209,0.25500223424854773,0.3868649455470175,0.3724018475750578,0.3452002542911634,0.10084912626138322,0.29255945748033996,0.10695143069184466,0.07036190854607464,0.14179812388012508,0.12301937479012595,0.09190124943549599,0.19550680431722198,0.21165854401462075,0.18626340102850167,0.2005383580080754,0.508670520231214,0.20054384772263767,0.12283130578220272,0.5891676736086432,0.28836086580774617,0.2429451492993141,0.5067161608817113,0.3461462645377489,0.223468450741178
47,0.7741935483870968,0.528580208973571,0.17681660899653973,0.5090744101633393,0.4206735861046389,0.47225010755772256,0.4848313548143961,0.524353309170349,0.5488971197965614,0.7551963048498845,0.3659673659673659,0.6332759045040611,0.02763539112993091,0.5538880184711801,0.5125989205655442,0.2931173804588413,0.27623718304139694,0.5667620051181694,0.6509854528390426,1.0,0.5592260088904385,0.48855989232839847,0.016428354122299926,0.4643099932019036,0.33134996612565903,0.50813846044495,0.2858774796610674,0.486832690528961,0.7309708775018178,0.6207372363493002,0.27659714023350396
51,0.8387096774193549,0.21327596803933624,0.32491349480968856,0.20490018148820321,0.1487502647744122,0.32339021941775403,0.2564537403429432,0.1735266372076858,0.21051467742827135,0.3296766743648961,0.28925619834710736,0.05888506030027073,0.4740361043013148,0.10084934443803083,0.04258137147776564,0.18754172083055193,0.16870358367238567,0.167620051181695,0.26589629282027216,0.12827444410600058,0.29329730672012555,0.15657245401525344,0.4317006388804381,0.16587355540448678,0.09375828448555185,0.4349278555689816,0.2496200419195581,0.257779096350849,0.4879644866250813,0.22728168736447862,0.2524596615505707
53,0.8064516129032258,0.13275968039336206,0.1792387543252595,0.1389292196007258,0.0892819317941114,0.929728954538936,0.49161484831354807,0.4545951045131821,0.4184863729338272,0.3562355658198614,0.5651621106166562,0.12121585035687914,0.17883409213919574,0.10365300568978315,0.06844144233634647,0.1579243228050451,0.17003115897323764,0.3295950624717747,0.25533786954481463,0.14445628997867804,0.5239257386908394,0.15567519066846114,0.17432309096440513,0.1447994561522774,0.09399393207458245,0.7412751439334709,0.3562069753350087,0.5354356817507547,0.649075810340209,0.3118470333136212,0.5605404696313789
58,0.10483870967741934,0.8174554394591272,0.3397923875432526,0.8557168784029037,0.7410506248676128,0.9999999999999998,0.9069153947616356,1.0,1.0,0.7777136258660508,0.39245602881966524,0.8092542456313069,0.8780604285395904,0.7136142491960089,0.7251746630906262,0.7259600182693321,0.708401989801098,0.8795724823122082,0.3826255279211638,0.7155802619555285,0.7659722827508063,0.5912965455361148,0.22269546699117726,0.6512576478585997,0.46095614009249175,0.6232852370459877,0.3706106149857453,0.48543655433587546,0.7493398645287207,0.3266311847033314,0.1643053915781188
59,0.5806451612903226,0.49477566072526125,0.2951557093425605,0.4673321234119783,0.4111417072654099,0.1032554137387065,0.12899943470887507,0.1706221140956258,0.19879484769749572,0.3683602771362585,0.004026276753549496,0.3050701452128968,0.31198064249100577,0.3350375195843985,0.2226416343829675,0.061869795875346925,0.15589638665240174,0.22173716694264636,0.24741905208822149,0.23640724946695096,0.13937069641767627,0.4253028263795424,0.2756312747185884,0.4289598912304554,0.3033668149282748,0.14350700120833038,0.17392643216879075,0.25891345700773105,0.3551720179097624,0.25152769564360344,0.06801784074511347
78,0.6451612903225806,0.26613398893669327,0.41626297577854676,0.24519056261343009,0.18481253971616182,0.2237200631005305,0.22291313359713585,0.07390397696241496,0.06810768975620542,0.2419168591224018,0.27378681924136483,0.007137583066699496,0.04250374096596515,0.015749979384843737,0.018343763451541345,0.02188806520746231,0.051564586538386456,0.05118169501731143,0.02448967620835288,0.07306579348157174,0.12969580754815654,0.22252131000448638,0.34560389412838455,0.1951053704962611,0.136970161124039,0.34252612125950666,0.27673861864128974,0.29582380761243254,0.3582335157475795,0.31736644983244633,0.27994227994228
90,0.5887096774193549,0.3976644130301169,0.5252595155709342,0.3865698729582576,0.31052743062910404,0.3675605908504229,0.25833804409270766,0.3580259172831537,0.2524185969373653,0.0,0.17821572367026906,0.2066207236032488,0.4154541691871756,0.21555207388472003,0.14747856031257245,1.0,0.6107080661913427,0.9999999999999999,1.0,0.26401157477916537,1.0,0.2346343651861822,0.34682080924855485,0.2399728076138682,0.15107956051724644,0.3013007321060488,0.1271394371653637,0.22366101813231878,0.3096322375722322,0.0074906367041198685,0.08618654073199533
93,0.3790322580645161,0.5439459127228029,0.3868512110726643,0.5245009074410161,0.459860199110358,0.27047181987666713,0.31863576408517047,0.25624348344173575,0.36817955663663005,0.45381062355658186,0.11782157236702684,0.4685577159734186,0.26231334967684417,0.4398449740249031,0.3655839210622165,0.14534659031022729,0.19010097381552954,0.17702845100105372,0.3503636790239324,0.21108742004264397,0.25782271419855307,0.5782862270076268,0.36416184971098264,0.5791978246091095,0.44210433297004337,0.3794868149832966,0.2703811501057922,0.2946894469555505,0.585549730205503,0.29666863788685205,0.1804407713498623
95,0.5403225806451613,0.3312845728334358,0.36089965397923873,0.3402903811252268,0.24793475958483366,0.4034131650652517,0.4252873563218391,0.3796236532446253,0.35491182486594064,0.388568129330254,0.3365119728756092,0.06276150627615064,0.2855550956732146,0.09276820318298014,0.04979967550743354,0.1352984576467695,0.13785698109376587,0.22527472527472522,0.24243312998592212,0.19204995431008226,0.22130218774514074,0.2709735307312696,0.4648615759050806,0.29775662814411974,0.16993136763969482,0.514535503589452,0.29233428364243214,0.5007067939477496,0.5943515364892273,0.39798935541099945,0.2932572478027024
105,0.14516129032258066,0.528580208973571,0.6363321799307958,0.5598911070780399,0.44768057614912093,0.2528323533629715,0.6039193517995101,0.3833474008241894,0.5201503676267345,0.3377598152424942,0.25577452850180116,0.39921240462712276,0.266452290744691,0.4951760534344851,0.30598324558789447,0.12960685802620947,0.31473686676610463,0.20841487279843438,0.2937587986860629,0.218512031678343,0.363026235509457,0.5477792732166891,0.5962884088834804,0.6356220258327668,0.4176558956081181,0.32831046982727985,0.47838957375160174,0.35001134360656877,0.6318548850024874,0.2469938892174256,0.2981765709038437
110,0.08870967741935484,0.38967424708051623,0.40657439446366783,0.38566243194192373,0.3104215208642237,0.2154022658826904,0.30619935933672504,0.18119755722158778,0.3027254132345624,0.46189376443417995,0.09302818393727486,0.3944129953236524,0.4046292463943455,0.41172590088232863,0.2547928876527268,0.1422899905140006,0.40969754710940004,0.2667469516784585,0.4785312060065696,0.3729058787694182,0.4141026758476424,0.33871691341408705,0.3215698205050197,0.3589394969408566,0.2317888597602286,0.22382543180041226,0.23382570602668146,0.17959546953805341,0.473805059125177,0.29607727183126353,0.1298701298701299
117,0.12903225806451613,0.5384142593730793,0.3003460207612456,0.5226860254083483,0.4397373437830968,0.38476982647354085,0.33597135858300353,0.3615014150240802,0.4643153297584167,0.3389145496535796,0.17757999576181405,0.14853556485355646,0.2186952784233818,0.1652510926032819,0.1278434488924208,0.08182552787829812,0.1296572512943859,0.13344874303778412,0.17585640544345374,0.2813356685957965,0.1378017955199163,0.4706146253925527,0.4015819896562215,0.4928619986403807,0.3390085127691538,0.4207122041367547,0.345677418073091,0.38439119736130256,0.6257318893268532,0.49063670411985016,0.20444706808343166
118,0.056451612903225805,0.32513829133374306,0.2903114186851211,0.33484573502722315,0.23485490362211395,0.4536067689660117,0.5055586960618051,0.4240603743607566,0.38813643650837526,0.3279445727482678,0.35155753337571505,0.05753138075313809,0.17676462160527237,0.10810587944256618,0.046687195788218935,0.06661279555914697,0.21446588521940135,0.20909227758542823,0.20283904270295636,0.11418671946390496,0.2609605159940731,0.256168685509197,0.25616063279586243,0.28416043507817823,0.15402515538012904,0.38801620584263286,0.4165035909763681,0.4176366904591543,0.5518732539895144,0.23753203232801112,0.33621933621933625
122,0.5564516129032258,0.44683466502765834,0.2937716262975779,0.4246823956442831,0.35236178775683114,0.3225297576365984,0.2474090823440738,0.22099200635519586,0.3272154347946266,0.2881062355658198,0.13541004450095362,0.12939945852818113,0.05991913145913591,0.11495011132184384,0.11559219893381015,0.07567719495485366,0.07218105003397032,0.09890109890109888,0.18348193336461752,0.09267438318611027,0.11888782358581015,0.4037685060565276,0.25342257377547917,0.3793337865397689,0.2877551621549972,0.43706020328381545,0.22349481965649798,0.31528245580356357,0.5687114920975087,0.2458111571062488,0.1767020857929949
136,0.4274193548387097,0.5955746773202214,0.24117647058823533,0.5707803992740472,0.515462825672527,0.2795066685788039,0.23195779159600524,0.31954719229432493,0.38200011056443145,0.1518475750577366,0.09599491417673245,0.25836820083682005,0.09404947626476487,0.24457821390286139,0.208701698619251,0.12451252503249834,0.0906109189163862,0.11944904410657833,0.209584702017832,0.0928647578434359,0.05438856445567855,0.5621354867653656,0.19774870702768488,0.5554044867437119,0.4235470853338832,0.5280403724500676,0.25250076984970543,0.3419835604963264,0.6972944012858291,0.22156514882712397,0.10173160173160173
143,0.3870967741935484,0.2796558082360172,0.37024221453287187,0.2813067150635209,0.2337958059733107,0.5310483292700416,0.41850386282268703,0.3183059431011369,0.3565702913372768,0.44861431870669743,0.3897012078830262,0.7237263106079252,0.2709096118946799,0.6820318298012699,0.5380947650740042,0.19432245371183643,0.24632769243984914,0.25583320788800235,0.47559831065227587,0.23412275357904355,0.412097969144949,0.46343651861821455,0.33404320048676595,0.4894629503738953,0.3652243070488086,0.4960551567275572,0.34657143708589533,0.3465210031238547,0.7057135203398263,0.2834614626453775,0.3263806900170538
145,0.0,0.567301782421635,0.31695501730103803,0.5617059891107079,0.4704511755983902,0.5496916678617525,0.3876012813265498,0.4699865945087135,0.5837249156946211,0.24018475750577362,0.21784276329730878,0.1472434161949298,0.20341303448056283,0.15296445947060278,0.12747922254229993,0.22555598496293428,0.15464690401630576,0.3350895679662803,0.40843500703894875,0.3165549802010357,0.2543362677590866,0.4122925078510543,0.2555521752357772,0.4140040788579198,0.28598780523726763,0.601250977326036,0.24127586446671767,0.4422435908622886,0.7206383222991849,0.2891780011827322,0.1686343959071232
147,0.06451612903225806,0.18623232944068846,0.3197231833910035,0.17441016333938286,0.12597966532514296,0.44500215115445285,0.25343885434332014,0.21999900700064542,0.24501078003206372,0.2084295612009237,0.32189023098114,0.016613339896628096,0.18822630456238656,0.03702482064814051,0.016092182378066956,0.09299792713347153,0.08248928178176224,0.08211651362336295,0.12884209291412488,0.0827749010051782,0.15331648217554258,0.1884253028263796,0.42987526620018257,0.19578518014955815,0.10639488644731801,0.5642902836022462,0.30345985357955274,0.3341302944102197,0.5882285408135931,0.31815493790656424,0.33097205824478554
148,0.0967741935483871,0.3884449907805777,0.5204152249134949,0.3675136116152451,0.3003600932005931,0.11960418758066815,0.24439419634445073,0.2393624944143786,0.20482060921001716,0.09180138568129326,0.08094935367662637,0.19456066945606693,0.4192747301728803,0.17564113135977572,0.1469818880169531,0.1911955872536275,0.2790485189726129,0.2896281800391389,0.35916236508681376,0.153403898872982,0.23115139893663386,0.3382682817406909,0.5716458777000305,0.3242692046227057,0.22854870541105773,0.43848176842703823,0.35849169058995317,0.4185092755798328,0.5545520645976044,0.18430908732505424,0.16004197822379645
161,0.04838709677419355,0.816840811309158,0.28927335640138396,0.7958257713248638,0.838487608557509,0.20665423777427216,0.2545694365931789,0.3691971600218459,0.47979435015755434,0.16339491916859117,0.03178639542275907,0.9452375092296333,0.15645197236460887,0.8581677249113548,1.0000000000000002,0.08677932754804484,0.04250583742669051,0.09476140298058103,0.29053261379633977,0.15740176667682,0.10154275254946396,1.0,0.20352905384849396,0.9999999999999999,1.0,0.23804108323263917,0.12505339280215358,0.23360848850805394,0.5759825494623244,0.1519810762862212,0.049521185884822294
164,0.31451612903225806,0.4523663183773817,0.3529411764705882,0.44373865698729564,0.3656005083668714,0.4564749749031982,0.2967778405879027,0.3299736855171044,0.41019404057714637,0.31870669745958435,0.1941089213816487,0.21603494954467145,0.17842019803241108,0.17028119073142572,0.17671600278136487,0.12328285844780944,0.08920525095077819,0.13691103417130812,0.15503284842796813,0.14674078586658545,0.14276998169615618,0.4046657694033199,0.28993002738059015,0.3881713120326308,0.29011163804530327,0.4782855924372734,0.20094567344465525,0.3070801556691855,0.4669166889900884,0.29745712596096985,0.1547291092745639
167,0.0,0.46097111247695144,0.7269896193771627,0.44373865698729564,0.3650709595424698,0.34303743008748033,0.24401733559449781,0.2569882329576485,0.30195146221460556,0.3158198614318707,0.12036448400084754,0.11020182131429977,0.579738291572479,0.14587284571617054,0.09754643885964043,0.11558865896075605,0.13582657181010988,0.22369411410507298,0.2878930079774754,0.17415473652147428,0.2070077573433278,0.3373710183938986,0.8454517797383633,0.34942216179469754,0.22913782438363425,0.3339967304001705,0.19637624293476638,0.2967836512451789,0.4841376143278099,0.25271042775478025,0.14298832480650664
171,0.1532258064516129,0.5642286416717887,0.6183391003460208,0.5381125226860253,0.47627621266680786,0.3274057077298149,0.21612964009798383,0.2979494563328533,0.4289899939189563,0.2563510392609699,0.10764992583174404,0.3517720895889736,0.6688847145722563,0.3339655314587285,0.2816131916161717,0.10898359273442713,0.1318438459075539,0.21496311907270807,0.34039183481933366,0.21127779469996955,0.12298439815218337,0.4867653656348139,0.6565257073319136,0.47518694765465674,0.36021679578190824,0.2465704740919753,0.1399537096822259,0.2596115251042739,0.5120737820978915,0.19850187265917607,0.07431457431457433
175,0.22580645161290322,0.674861708666257,0.701038062283737,0.6787658802177856,0.5959542469815717,0.16951097088770983,0.47578669681552666,0.45012660741770516,0.44607219857371894,0.2817551963048498,0.14621741894469165,0.42480925424563126,0.25148842688401407,0.475550424672219,0.33710804278004036,0.17545585496960964,0.40430915324123606,0.36640072256510603,0.5929141248240262,0.401842826682912,0.30933496034167174,0.5563032750112158,0.5293580772741101,0.5873555404486744,0.42501988276532454,0.24799203923519797,0.3535249182965957,0.3712151620390569,0.6108070873674946,0.24029174058742364,0.12127771218680311
176,0.10483870967741934,0.4044253226797788,0.5155709342560554,0.38203266787658796,0.32037703876297396,0.25541373870643924,0.1722253627284718,0.2147857603892557,0.26037923599977886,0.06697459584295606,0.11400720491629568,0.16299532365247354,0.30433952051959623,0.15494351447183968,0.12675076984205821,0.06580472894635138,0.04508289536363849,0.04711726629534849,0.062324026278742395,0.03619022235759978,0.038263749673145636,0.39973082099596235,0.7140249467599634,0.3908905506458191,0.28716604318242067,0.33257516525694797,0.1945882049091577,0.21929809252892615,0.41410585128774247,0.16538537354622518,0.10835629017447201
182,0.11290322580645162,0.28948985863552557,0.48892733564013846,0.27313974591651535,0.21685024359245922,0.1991969023375877,0.15549274543056338,0.17588501067474302,0.12466139642876888,0.3966512702078523,0.12735749099385463,0.18939207482156045,0.4654398420834792,0.23583738764739837,0.1278434488924208,0.08772792748480483,0.12301937479012595,0.2090170103868734,0.22659549507273583,0.21603716113311,0.07060054039919811,0.25257963212202783,0.5603894128384547,0.26444595513256297,0.16433473740021795,0.25794299523775677,0.1959789011512978,0.2851782691401546,0.37621981554475525,0.27577370392272815,0.07129738947920766
184,0.12903225806451613,0.432083589428396,0.4698961937716263,0.4364791288566243,0.3354162253759797,0.5841101391079879,0.4818164688147729,0.4255498733925822,0.5616120294101388,0.388568129330254,0.27145581691036247,0.3691238001476741,0.7109108854150084,0.369918363981199,0.2519452998245091,0.16228085584794294,0.18971051049174953,0.21895228059611618,0.4494955419990615,0.34663417605848307,0.3729626078619367,0.3234634365186183,0.47337998174627305,0.34058463630183544,0.21116969572005065,0.3702466415523492,0.20789915465535563,0.25167100050609936,0.5599096858137844,0.23280110388330377,0.15256460711006165
5,0.6129032258064516,0.1106330669944684,0.16989619377162624,0.11524500907441004,0.07471933912306714,0.6300014341029687,0.4177501413227813,0.3535574201876768,0.3115152855326442,0.3966512702078523,0.4532739987285441,0.11930839281319221,0.12037950905791331,0.15222231384513896,0.055825966027614984,0.17946105470259632,0.1758881088299376,0.2609513773897335,0.246245893946504,0.18767133719159307,0.3509979952932972,0.11978465679676986,0.11256464861575899,0.15091774303195105,0.0663053403634864,0.6303930627621012,0.3658425135841222,0.5025392227011745,0.5430714477057901,0.37847427557658186,0.41230486685032147
12,0.9354838709677419,0.3011677934849416,0.4695501730103806,0.28856624319419233,0.22299300995551788,0.12964290836082037,0.2040700960994912,0.18718037833275405,0.18425562496544862,0.31120092378752895,0.06632761178215718,0.1289072114201329,0.2279283008055016,0.14430609384019133,0.07479884772027416,0.24951691669887216,0.18674298923102156,0.2978323046816197,0.43248474894415767,0.41745354858361255,0.16691362328946222,0.17945266935845672,0.3343474292668086,0.1828687967369137,0.10851571474859348,0.2216930840855783,0.14015238057396018,0.18168967382768186,0.3172859821667751,0.24521979105066039,0.051357733175914966
14,0.9838709677419355,0.22925629993853724,0.3373702422145328,0.2072595281306714,0.17099131539927978,0.3398824035565753,0.09779536461277558,0.12405044436721116,0.178450992315772,0.1605080831408775,0.1900826446280992,0.17160964804331774,0.2795058741125155,0.16838459635524033,0.10400317870269196,0.10719179285388046,0.03336899565023857,0.06804154749360228,0.17351008916001873,0.11837496192506852,0.08698683866469101,0.27949753252579634,0.4323090964405232,0.2603670972127805,0.1855430204129724,0.4583836804321558,0.13488760194300128,0.2333467129718504,0.5048027247330756,0.2885866351271438,0.1778827233372688
17,0.07258064516129031,0.6275353411186232,0.43806228373702416,0.5925589836660616,0.552001694556238,0.2769252832353364,0.21160731109854905,0.21279976168015488,0.3649179059096688,0.2661662817551963,0.053613053613053685,0.3063622938715235,0.2435289248304626,0.25975096891234434,0.26489189099698685,0.07240979517268033,0.04094398413157052,0.04674093030257412,0.15268653214453312,0.056122448979591844,0.07844504488799792,0.7326155226558995,0.5756008518405843,0.6995241332426921,0.6206073816607265,0.41360437842064113,0.20730314198015276,0.25437601438020274,0.6578776166239333,0.2477823772915435,0.13262495080676895
19,0.9274193548387096,0.38045482483097726,0.20830449826989617,0.4001814882032668,0.2918343571277272,0.6256991251971891,0.6841906915394761,0.4938185790179236,0.6622256620045331,0.9999999999999999,0.5060394151303242,0.5243662318483879,0.19545353242701133,0.5049064071905665,0.32253898877520615,0.18838492077433855,0.23929935261180918,0.19855486978774647,0.551267010793055,0.2893314042034724,0.5540835003922252,0.4221624046657694,0.143900212960146,0.45751189666893277,0.2806857344840791,0.5159570687326748,0.3413066584549364,0.31528245580356357,0.8649114079063182,0.4930021683422039,0.3335956972320609
33,0.7903225806451613,0.0,0.37958477508650523,0.0,0.0050307138318152755,0.6844973469095081,0.285472018089316,0.19964252023236181,0.20111670075736637,0.3389145496535796,0.39097266369993644,0.026335220280580843,0.3393613295552229,0.055166158159478854,0.009867222939637758,0.18961458735902748,0.08038077983335024,0.11297606503085955,0.15239324260910372,0.10828510508681088,0.17022574740695548,0.0,0.5679951323395195,0.014411964649898024,0.001737900969100703,0.774681924799204,0.2170380156751333,0.33011640285509847,0.434005587233554,0.27577370392272815,0.2690541781450873
39,0.3790322580645161,0.2550706822372465,0.40276816608996535,0.2301270417422867,0.18597754712984535,0.22357665280367134,0.09331072168833612,0.07087532893103618,0.07203272707170104,0.1778290993071593,0.13964823055732145,0.07180654688653705,0.15021172275462444,0.07784283004865176,0.05271348630840039,0.07054772863015142,0.023060763902446643,0.03831100406442871,0.11872360394181133,0.058406944867499255,0.04724134925477208,0.23598026020637064,0.45695162762397323,0.22161794697484705,0.15373059589384078,0.405074987561305,0.15336399487429098,0.21572049353414424,0.47457043358463125,0.21880544056771145,0.15538501902138263
42,0.2661290322580645,0.20282728948985873,0.4072664359861591,0.22250453720508157,0.15044482101249737,0.4292270184999283,0.583192010552101,0.47048309418598877,0.36607883243960415,0.3700923787528868,0.48039838948929847,0.313684469603741,0.2884205164124932,0.3479838377174899,0.1549286447468627,0.23679865088008994,0.4936471617220994,0.43692608761101903,0.39025105584232755,0.17358361254949745,0.438071995118975,0.21668909825033655,0.3906297535746882,0.2311352821210061,0.13296415211051874,0.5834814130357525,0.5695795130576443,0.5830788293398022,0.572155677165053,0.25211906169919185,0.38147710874983604
48,0.31451612903225806,0.5009219422249541,0.5505190311418685,0.5190562613430125,0.4079644143190002,0.6672881112863902,0.5014132278123233,0.421329626135743,0.699817568688153,0.18822170900692836,0.46598855689764784,0.20009844942160965,0.8112006112897576,0.3832769852395481,0.17585510413562463,0.17138038857464072,0.41508594097756396,0.07827788649706457,0.38878460816518057,0.4317316478830338,0.8108602806589383,0.33602512337371016,0.4882871919683601,0.38205302515295725,0.23267253821909337,0.40720733527613895,0.22885893373332405,0.1912881101551456,0.5935861620297731,0.14705302582298446,0.24262101534828812
